Title,Date,Creator and role,Department,Medium text statement,IRN,Image Filename,colour0,colour1,colour2,colour3,colour4,CSS_colour0,CSS_colour1,CSS_colour2,CSS_colour3,CSS_colour4
Goblet,2011,"ROWNEY, Tom - ",Contemporary Australian Art,Hot-worked clear and blue glass,17666,2011.262_001.jpg,#e6e8e8,#1ec8e7,#fafbfa,#eff1f1,#146da7,lavender,darkturquoise,snow,whitesmoke,darkcyan
Puberty (from 'Persona and shadow' series),"1984, printed 1991","RRAP, Julie - ",Contemporary Australian Art,Cibachrome photograph,7399,1991.206_001.jpg,#0b0a0c,#bfcacb,#595150,#8f8e83,#2e2a2e,black,silver,dimgray,gray,darkslategray
Siren (from 'Persona and shadow' series),"1984, printed 1991","RRAP, Julie - ",Contemporary Australian Art,Cibachrome photograph,842,1991.255_001.jpg,#525466,#0b0c0e,#909793,#c6cecc,#342c38,dimgray,black,lightslategray,lightgray,darkslategray
Agripeta,2013,"NKANGA, Otobong - ",Contemporary International Art,Synthetic polymer paint,19755,2013.186_001.jpg,#c5dde1,#8b8162,#a1582a,#33562c,#165c79,powderblue,gray,sienna,darkslategray,teal
THE KUDA: The Untold Story of Indonesian Underground Music in the 70s,2012,"ruangrupa,  - ",Contemporary Asian Art,Mixed media,24476,GOMA_TimeOfOthers_installationview_20160613_nharth_056.jpg,#a0775a,#d5d6d6,#b0a7a3,#594840,#b9bbc2,gray,lightgray,darkgray,darkolivegreen,silver
Boat dreaming self I,1986,"RUBIN, Victor - ",Contemporary Australian Art,Brush and ink and gouache,5519,1986.037_001.jpg,#171617,#a9a7a8,#dad7d7,#727070,#3e3c3d,black,darkgray,gainsboro,dimgray,darkslategray
Pot:  Kuparda (Bush plum),2002,"HERMANNSBURG POTTERS,  - Pottery workshop; RUBUNTJA, Rona - Potter",Indigenous Australian Art,"Earthenware, hand-built terracotta clay with underglaze colours and applied decoration",9697,2003.073a-b_001.jpg,#a6a8a5,#898681,#675438,#c3c7c2,#9c7847,darkgray,gray,darkolivegreen,silver,sienna
Koprillia Day at Hermannsburg,2007,"HERMANNSBURG POTTERS,  - Pottery workshop; RUBUNTJA, Rona - Potter",Indigenous Australian Art,"Earthenware, hand-built terracotta clay with underglaze colours and applied decoration",8146,2007.288a-b_001.jpg,#b6b1b2,#47372f,#a16648,#d2cdcb,#ee9d56,darkgray,darkslategray,sienna,lightgray,sandybrown
Substrat 19 1,2003,"RUFF, Thomas - ",Contemporary International Art,Chromogenic colour print,8098,2005.111_001.jpg,#c1324c,#d78b7b,#403638,#526397,#decac8,crimson,darksalmon,darkslategray,darkslateblue,lightgray
The history of juggling in Egyptian gardens,1988,"RUFFNER, Ginny - ",Contemporary International Art,"Lamp-worked glass, sandblasted and painted with polychrome colours",633,1989.222_001.jpg,#c8ad70,#353843,#5e595f,#89818d,#14161d,darkkhaki,darkslategray,dimgray,gray,black
Barron Falls,1906,"RUMNEY, Winifred - ",Australian Art,Oil,6986,1-1155_001.jpg,#70553a,#d9ae69,#231e1a,#93a9b7,#ac8250,darkolivegreen,darkkhaki,black,darkgray,peru
Basket,1997,"RUNGGIWANGA, Laura - ",Indigenous Australian Art,Coiled pandanus (Pandanus spiralis) fibre with natural dyes and coiled string handle,9558,2002.055_001.jpg,#d5d7d3,#956658,#cc8139,#a6988d,#814e24,lightgray,dimgray,peru,rosybrown,saddlebrown
Textile length,c.1982,"ERNABELLA ARTS INCORPORATED,  - Co-operative; RUPERT, Nura - Decorator",Indigenous Australian Art,Silk with commercial dyes and wax in the batik technique,3201,1999.076_002_detail.jpg,#b09673,#dbd7d2,#6d5747,#8f745b,#c8b7a2,rosybrown,lightgray,dimgray,gray,tan
Burrut'tji (Lightning serpent),2002,"MARAWILI, Djambawa - ",Indigenous Australian Art,Natural pigments,14639,2003.156_001.jpg,#f4efec,#815642,#322620,#d8c6b8,#af9582,linen,sienna,darkslategray,silver,rosybrown
Every building on the Sunset Strip,1966,"RUSCHA, Edward - ",International Art,"Book comprising offset lithographs, glued and accordion-folded with 27 pleats",11491,2007.079_001_detail.jpg,#c3c5c9,#232228,#948f87,#b6b5b8,#d0d0d2,silver,darkslategray,gray,silver,lightgray
Some Los Angeles apartments,1965,"RUSCHA, Edward - ",International Art,Book comprising 46 pages with 34 offset lithographs; sewn and glued,11348,2007.080_001.jpg,#e0dedb,#a8c406,#b0a086,#c1cf68,#ded8c4,gainsboro,yellowgreen,rosybrown,darkkhaki,lightgray
Crackers,1969,"RUSCHA, Edward - ",International Art,Book comprising 120 pages with 115 offset lithographs; sewn and glued,376,2007.081_001.jpg,#d1c5b3,#c3391f,#e4dacf,#cdbea4,#b2977d,silver,firebrick,gainsboro,tan,rosybrown
Nine swimming pools and a broken glass,1968,"RUSCHA, Edward - ",International Art,Book comprising 64 pages with ten four-colour offset lithographs; sewn and glued,13372,2007.082_001.jpg,#e3dfda,#3a3634,#b09f86,#ded5c7,#6e6a67,gainsboro,darkslategray,rosybrown,lightgray,dimgray
City space,2006,"RUSCHA, Edward - ",Contemporary International Art,Colour aquatint with sugar lift flat bite and hard ground etching,5082,2008.032_001.jpg,#c7c5c2,#e3e0d0,#bdbab7,#908d83,#e6e7e1,silver,gainsboro,silver,gray,gainsboro
Desert gravure,2006,"RUSCHA, Edward - ",Contemporary International Art,Photogravure,1476,2008.033_001.jpg,#aaa798,#c8c6b5,#7b7870,#e7e4d4,#45423d,darkgray,silver,gray,gainsboro,darkslategray
Public market,2006,"RUSCHA, Edward - ",Contemporary International Art,Sugar lift flat bite and hard ground etching,13436,2008.034_001.jpg,#e4e1d2,#464237,#b6b2a6,#ebeae2,#7e7a6e,gainsboro,darkslategray,darkgray,beige,gray
Your space #1,2006,"RUSCHA, Edward - ",Contemporary International Art,Sugar lift flat bite and hard ground etching,9374,2008.035_001.jpg,#e8e8e2,#716e69,#cfcdc5,#494741,#9a9792,gainsboro,dimgray,lightgray,darkslategray,darkgray
Your space #2,2006,"RUSCHA, Edward - ",Contemporary International Art,Colour aquatint with sugar lift flat bite and hard ground etching,13437,2008.036_001.jpg,#e5e3d6,#9c998f,#c5c2bc,#737067,#eeeee7,gainsboro,darkgray,silver,dimgray,linen
Your space gravure,2006,"RUSCHA, Edward - ",Contemporary International Art,Photogravure with colour aquatint and hard ground etching,11848,2008.037_001.jpg,#bab8aa,#cccaba,#5a574f,#e2e1db,#8a867a,darkgray,silver,dimgray,gainsboro,gray
Your space on building,2006,"RUSCHA, Edward - ",Contemporary International Art,Colour aquatint with sugar lift flat bite and hard ground etching,11849,2008.038_001.jpg,#c4c6c6,#908f8b,#e7e8e5,#b7b6b1,#535556,silver,gray,gainsboro,silver,dimgray
Hell 1/2 way Heaven,1988,"RUSCHA, Edward - ",Contemporary International Art,Lithograph,8173,2009.111_001.jpg,#9ecbcd,#0d6d8b,#c9ddd7,#3191ab,#69b0be,lightsteelblue,teal,lightgray,steelblue,mediumaquamarine
(Blossom jar),c.1979,"RUSHFORTH, Peter - ",Contemporary Australian Art,Stoneware with ash glaze (fired upside down),29297,2017.384_003.jpg,#eeeae8,#685146,#99897d,#e0dbd8,#92644f,linen,darkolivegreen,gray,gainsboro,sienna
"(Lake landscape, Crummock)",c.1870,"RUSKIN, attrib. to John - ",International Art,Watercolour over pencil,7202,1-1513_002.jpg,#5e5649,#d4bc97,#87775e,#ae9e78,#f4e9d8,darkolivegreen,tan,dimgray,rosybrown,antiquewhite
Survival of the fittest (from 'Right here right now - Australia 1988' portfolio),1987,"RUSSELL, Colin - ",Contemporary Australian Art,Screenprint,5679,1989.186.027_001.jpg,#e9e4e0,#675a62,#b98e8d,#1f2c3c,#7d3725,gainsboro,dimgray,rosybrown,darkslategray,saddlebrown
Portofino Harbour,1920,"RUSSELL, John - ",Australian Art,Watercolour and charcoal,7608,1-1317_001.jpg,#556f6f,#908f85,#88705a,#504b43,#e3d7b4,dimgray,gray,dimgray,darkslategray,wheat
"Dry weather, New Zealand",c.1922-24,"RUSSELL, John - ",Australian Art,Watercolour over pencil,5126,1-1834_001.jpg,#cab89c,#d6caba,#c29b6a,#827f6a,#a3a18b,tan,silver,darkkhaki,gray,rosybrown
"Brigham's Creek, tide rising [New Zealand]",1924,"RUSSELL, John - ",Australian Art,Watercolour over pencil,3900,1-1835_001.jpg,#5f7160,#decfbb,#868b79,#d3b797,#b29f7c,dimgray,lightgray,gray,tan,rosybrown
"Landscape, New Zealand",c.1922-24,"RUSSELL, John - ",Australian Art,Watercolour over pencil,5801,1983.066.004_001.jpg,#dac29e,#c09d63,#d0c6bb,#7d8c7a,#b7b1a6,tan,darkkhaki,silver,gray,darkgray
"(Landscape, Cagnes)",1920,"RUSSELL, John - ",Australian Art,Watercolour,6098,1985.027.007_001.jpg,#2c6f68,#ccc8a8,#b6ae75,#799689,#6e6560,seagreen,silver,darkkhaki,lightslategray,dimgray
Spring sunlight - French Riviera,1921,"RUSSELL, John - ",Australian Art,Pencil and watercolour,1126,1985.027.008_001.jpg,#c89a69,#96857c,#ba784d,#ded1b3,#cab085,darkkhaki,gray,peru,wheat,tan
Belle-Ile,c.1888-1909,"RUSSELL, John - ",Australian Art,"Watercolour with gouache, over and with pen and brown ink",1778,1989.154_003.jpg,#ae7f75,#dfc6b8,#6c6675,#c0a7a9,#958fa0,rosybrown,lightgray,dimgray,darkgray,lightslategray
"Quarry, Jew Lizard Gully [Sydney]",c.1925,"RUSSELL, John - ",Australian Art,Watercolour,8628,1989.155_001.jpg,#ccb898,#568474,#d2caba,#9aa593,#c79b68,tan,dimgray,silver,darkseagreen,darkkhaki
Seascape,1881,"RUSSELL, Robert - ",Australian Art,Watercolour,7837,1-0559_001.jpg,#977251,#c1b394,#6f7e7e,#5a4134,#ab9c7f,sienna,tan,gray,darkolivegreen,rosybrown
(Ruins of a castle on a rocky outcrop with sea on three sides),1845,"RUSSELL, Robert - ",International Art,Pencil,14617,2-0370_001.jpg,#e0d8cc,#b7b0a6,#d1c9bd,#928b82,#e5ded5,lightgray,darkgray,silver,gray,gainsboro
From my window,1885,"RUSSELL, Robert - ",Australian Art,Pen and ink,4826,2-0371_001.jpg,#e7e1d8,#3a2d23,#b1916a,#d5c3a9,#74593c,gainsboro,darkslategray,rosybrown,silver,darkolivegreen
Covent Garden,,"RUST, L.D. - ",International Art,Pen and wash,805,2-0366Ea_001.jpg,#afa695,#675f55,#3e3935,#cdc3b1,#8d8475,darkgray,dimgray,darkslategray,silver,gray
(Arm study of male),1948,"RUST, L.D. - ",International Art,Pencil,5125,2-0366Eb_001.jpg,#b8b09c,#d2c7b2,#999381,#e4d8c4,#6f6a5b,darkgray,silver,gray,lightgray,dimgray
"East MacDonnell Ranges, NT",2014,"RYDER, Therese - ",Indigenous Australian Art,Watercolour,22966,2016.415_001.jpg,#7e4a45,#8e97a2,#61716d,#bc815a,#d1d3cf,sienna,lightslategray,dimgray,peru,lightgray
Netsuke:  (child with a large monster mask),19th century,"RYOUN,  - ",Asian Art,Carved ivory with inset mother of pearl and red lacquer with painted details,4357,1985.028.050_001.jpg,#f6e6c9,#906747,#dedddd,#e0c6a0,#c7a277,bisque,sienna,gainsboro,burlywood,darkkhaki
Pemandangan Langit I (Skyscape I),1994,"SABANA, Setiawan - ",Contemporary Asian Art,"Collage of handmade paper, wool, adhesive tape, pen and ink, and pencil",9371,1996.073_001.jpg,#c8a588,#745457,#ded5ce,#b79276,#ab5f58,tan,dimgray,lightgray,rosybrown,indianred
Pemandangan Langit VI (Skyscape VI),1994,"SABANA, Setiawan - ",Contemporary Asian Art,Collage of handmade paper with pencil and black plastic,9372,1996.075_001.jpg,#dcc9b5,#6b605b,#e2d5c7,#cbb198,#1c1a1a,silver,dimgray,lightgray,tan,black
Pemandangan Langit VII (Skyscape VII),1994,"SABANA, Setiawan - ",Contemporary Asian Art,"Collage of handmade paper, wool and pencil",1015,1996.076_001.jpg,#e0dad6,#c38e90,#cfa29e,#d7b7b0,#ab7877,gainsboro,rosybrown,tan,silver,rosybrown
Panorama I,1994,"SABANA, Setiawan - ",Contemporary Asian Art,String and textile on handmade paper,4822,1996.074a-e_001.jpg,#dbcab1,#5e4031,#c5a380,#e2e1e4,#a77856,silver,darkolivegreen,tan,gainsboro,peru
Ghost net gear bag with seed,2009,"SABATINO, Reggie - ",Indigenous Australian Art,"Woven reclaimed acrylic fishing net, seed",11873,2011.057_001.jpg,#b3b4b3,#3b4c55,#767c7d,#1d2b34,#c3c4c1,darkgray,darkslategray,gray,darkslategray,silver
Ghost net gear bag (blue flowers),2009,"SABATINO, Reggie - ",Indigenous Australian Art,Woven reclaimed acrylic fishing net,11874,2011.058_001.jpg,#c4c5c1,#305159,#5d7a80,#b0b1b1,#192d36,silver,darkslategray,slategray,darkgray,darkslategray
Ghost net gear bag (red flower),2009,"SABATINO, Reggie - ",Indigenous Australian Art,Woven reclaimed acrylic fishing net,11875,2011.059_001.jpg,#b0b0af,#21272c,#49484b,#bdbdbd,#7e7f7e,darkgray,darkslategray,darkslategray,silver,gray
Ghost net gear bag (yellow and blue flower),2009,"SABATINO, Reggie - ",Indigenous Australian Art,Woven reclaimed acrylic fishing net,4492,2011.060_001.jpg,#c7c7c3,#212d2c,#3f514f,#657975,#b4b4b3,silver,darkslategray,darkslategray,dimgray,darkgray
Ghost net gear bag (yellow and blue flower),2009,"SABATINO, Reggie - ",Indigenous Australian Art,Woven reclaimed acrylic fishing net,12057,2011.061_001.jpg,#b8b9b5,#3d504e,#1a292a,#c4c4c4,#60817a,silver,darkslategray,darkslategray,silver,slategray
Ghost net gear bag (blue flower),2009,"SABATINO, Reggie - ",Indigenous Australian Art,Woven reclaimed acrylic fishing net,12058,2011.062_001.jpg,#bcbcc0,#364c50,#15282b,#6c8082,#257773,silver,darkslategray,darkslategray,slategray,seagreen
Ghost net gear bag,2009,"SABATINO, Reggie - ",Indigenous Australian Art,Woven reclaimed acrylic fishing net,12002,2011.063_001.jpg,#20303b,#b2b3b3,#3f515b,#778187,#c5c6c4,darkslategray,darkgray,darkslategray,slategray,silver
During philosophy - group portrait with head,1990,"SACHS, Bernhard - ",Contemporary Australian Art,Charcoal,6693,1990.494a-b_001.jpg,#3e3d42,#c7c5c2,#8c8b88,#e7e7e7,#5d5c5e,darkslategray,silver,gray,lavender,dimgray
Illustration from a popular novel;  a tale of rivalry in love,unknown,"SADANOBU II,  - ",Asian Art,Colour woodblock print,1244,1990.132_001.jpg,#50483f,#dbc4a2,#b2987b,#d63139,#80725f,darkslategray,tan,rosybrown,crimson,dimgray
"Government House, Sydney (no. 57 from 'Australia' series)",c.1873,"PROUT, after John Skinner - Painter; SADDLER, John - Engraver",International Art,Etching and engraving,8792,2-1216A.014_001.jpg,#e8e8e2,#848179,#d1cec8,#58554e,#aeaba3,gainsboro,gray,lightgray,dimgray,darkgray
Point in time,2008,"SAGES, Jenny - ",Contemporary Australian Art,Vine charcoal with pastel,11710,2009.246a-t_001.jpg,#d3c8b2,#4f4b46,#e7e5e4,#827a6d,#afa695,silver,darkslategray,gainsboro,gray,darkgray
(Elongated vase),1963,"SAHM, Bernard - ",Australian Art,"Stoneware, thrown, with glaze",29295,2017.382_001.jpg,#f5f5f6,#513d29,#7f6951,#b0acae,#dbdada,whitesmoke,darkolivegreen,dimgray,darkgray,gainsboro
Flattened form,1975,"SAHM, Bernard - ",Australian Art,"Stoneware, thrown",29296,2017.383_001.jpg,#f6f6f6,#dbc8b3,#514b3f,#e4e2de,#aa9987,whitesmoke,silver,darkolivegreen,gainsboro,rosybrown
Decoration,1941,"SAINTHILL, Loudon - ",Australian Art,Gouache over pencil,10627,1-1062_001.jpg,#312e2f,#937b65,#dbd1ca,#5c5451,#ac9889,darkslategray,gray,lightgray,dimgray,rosybrown
Temple and persimmon tree,c.1969,"SAITO, Kiyoshi - ",Asian Art,Colour woodblock print,2641,1990.157_001.jpg,#1b1918,#a2917f,#47342b,#d0c0ae,#7b5f4f,black,rosybrown,darkslategray,silver,dimgray
The mountain II (Morning Jamieson),1960,"SALMON, William - ",Australian Art,Oil,4569,1-1573_001.jpg,#2d2e25,#cab696,#3777b4,#4e4b33,#8c7659,darkslategray,tan,steelblue,darkolivegreen,dimgray
(Brisbane scene),1918,"SALVANA, John - ",Australian Art,Oil,5570,1996.305_001.jpg,#5d5434,#8f8578,#7e6f4a,#3b3422,#a69e93,darkolivegreen,gray,dimgray,darkslategray,darkgray
Sinsu,2017,"SAMAN, Elizabeth Watsi - ",Pacific Art,"Pandanus, natural dyes (noni root) and wild banana leaf",31530,2018.281_001.jpg,#fefefe,#876d57,#3c1e14,#a18a76,#71362b,white,dimgray,black,gray,saddlebrown
Dari headdress,2000,"SAMBO, George Arago - ",Indigenous Australian Art,"Cane, cotton thread, wood, paint, PVA fixative and sea-bird feathers",14544,2001.032_002.jpg,#4f292c,#c0bfc3,#868177,#dcdbda,#b5b4b7,darkslategray,silver,gray,gainsboro,silver
Dari headdress,2000,"SAMBO, George Arago - ",Indigenous Australian Art,"Cane, cotton thread, pearl shell, PVA fixative and sea-bird feathers",14539,2001.033_002.jpg,#b7b6ba,#847e79,#443237,#dedddf,#c2c1c5,silver,gray,darkslategray,gainsboro,silver
Rabbit Proof Fence,2010,"SAMSON, Dadda - Artist; SAMSON, Judith (Anya) - Collaborating artist",Indigenous Australian Art,Synthetic polymer paint,11079,2010.475_001.jpg,#17494c,#d0bd97,#f07d05,#e0dddb,#884b47,darkslategray,tan,darkorange,gainsboro,sienna
Barwuu,c.1977,"SAMUELS, Jeffrey - ",Indigenous Australian Art,Screenprint,12904,2-1140_001.jpg,#65260c,#e4ae9a,#e9e2de,#b3301e,#e5a11f,maroon,burlywood,gainsboro,firebrick,goldenrod
In the woods,unknown,"SANDBY, Paul - ",International Art,Watercolour and gouache over pencil,14221,1-0640_001.jpg,#2b2018,#969076,#5a4632,#796144,#413224,black,gray,darkolivegreen,dimgray,darkslategray
The hod carrier,"1928, printed 1990","SANDER, August - ",International Art,Gelatin silver photograph,6621,1991.113_001.jpg,#44403c,#0b0807,#716d69,#b4afab,#231f1c,darkslategray,black,dimgray,darkgray,black
Monk takes a fully clothed wash,1983,"SANDISON, David - ",Contemporary Australian Art,Gelatin silver photograph,9731,1993.351_001.jpg,#f0efef,#474447,#827e80,#111016,#c0bcbd,whitesmoke,darkslategray,gray,black,silver
Tourist bus,1991,"SANDISON, David - ",Contemporary Australian Art,Gelatin silver photograph,7243,1993.352_001.jpg,#0e0d13,#f0efef,#797678,#3c393d,#bdbabb,black,whitesmoke,gray,darkslategray,silver
Untitled no. 1 (from 'Goddess of flowers' series),2003,"SANDRASEGAR, Sangeeta - ",Contemporary Australian Art,"Paper, beads and glitter",13336,2004.133_001.jpg,#f4f6f9,#bd9092,#a8374c,#dec4c4,#782a35,whitesmoke,rosybrown,brown,thistle,brown
Untitled no. 22 (from 'Goddess of flowers' series),2003,"SANDRASEGAR, Sangeeta - ",Contemporary Australian Art,"Paper, beads and glitter",2081,2004.134_001.jpg,#8d7a67,#e6e3e0,#efdf97,#beac89,#f2f3f4,gray,gainsboro,khaki,tan,whitesmoke
Untitled no. 26 (from 'Goddess of flowers' series),2003,"SANDRASEGAR, Sangeeta - ",Contemporary Australian Art,"Paper, beads and glitter",11639,2004.135_001.jpg,#f2edeb,#9d2e25,#eaccbe,#b46252,#d29b8a,linen,brown,wheat,indianred,tan
Untitled no. 27 (from 'Goddess of flowers' series),2003,"SANDRASEGAR, Sangeeta - ",Contemporary Australian Art,"Paper, beads and glitter",11578,2004.136_001.jpg,#f2f3f1,#f4db25,#c2bca5,#f2e47b,#51824b,whitesmoke,gold,silver,khaki,darkolivegreen
Untitled no. 33 (from 'Goddess of flowers' series),2003,"SANDRASEGAR, Sangeeta - ",Contemporary Australian Art,"Paper, beads and glitter",9025,2004.137_001.jpg,#f2f3f4,#a78c63,#7a5e3f,#dfd8cb,#c0b5a0,whitesmoke,rosybrown,darkolivegreen,lightgray,tan
Untitled no. 34 (from 'Goddess of flowers' series),2003,"SANDRASEGAR, Sangeeta - ",Contemporary Australian Art,"Paper, beads and glitter",9026,2004.138_001.jpg,#f1f1f4,#89553c,#e5d6b8,#e7b42c,#c9af80,whitesmoke,sienna,wheat,goldenrod,tan
Palo-sebo,1995,"SANGGAWA,  - ",Contemporary Asian Art,Oil,9345,1996.027_002.jpg,#373233,#784d3b,#444f54,#57413a,#8d6d56,darkslategray,sienna,darkslategray,darkolivegreen,dimgray
Self,1991,"SANPITAK, Pinaree - ",Contemporary Asian Art,"Ink, paint and collage elements",6080,1995.095_002_composite.jpg,#8f544d,#0d1418,#ddd9ab,#aa9a8a,#2d3c38,sienna,black,palegoldenrod,rosybrown,darkslategray
I'm confused,1991,"SANPITAK, Pinaree - ",Contemporary Asian Art,"Ink, paint and collage elements",3844,1995.096_002_composite.jpg,#393430,#7d6b5e,#b2a299,#c8c175,#d3c2b6,darkslategray,dimgray,darkgray,darkkhaki,silver
Womanly Bodies,1998,"SANPITAK, Pinaree - ",Contemporary Asian Art,"Saa fibre, rattan rings, jute twine",12387,1999.160a-y_001.jpg,#c5ad91,#81502b,#eaeff0,#b8926c,#af733e,tan,saddlebrown,whitesmoke,rosybrown,peru
Untitled,c.1995,"SANPITAK, Pinaree - ",Contemporary Asian Art,"Gouache, crayon",9038,2005.308_001.jpg,#804d4f,#a96058,#c0725e,#6c4548,#945655,dimgray,indianred,indianred,dimgray,sienna
Untitled,c.1995,"SANPITAK, Pinaree - ",Contemporary Asian Art,"Gouache, crayon",10088,2005.309_001.jpg,#454b4a,#656f6f,#343b39,#788282,#555d5c,darkslategray,dimgray,darkslategray,gray,dimgray
Figure with double pouch,1975,"SANSOM, Gareth - ",Australian Art,Oil and enamel,13986,1986.032_001.jpg,#141416,#475988,#bfb1b4,#4d4d3c,#8e4346,black,darkslateblue,silver,darkolivegreen,sienna
One of us must know,1966,"SANSOM, Gareth - ",Australian Art,Enamel and collage,8644,1990.039_001.jpg,#dbd4cb,#9d2626,#776342,#bd9d86,#322f25,lightgray,brown,darkolivegreen,rosybrown,darkslategray
More Fine Art,1988,"SANSOM, Gareth - ",Contemporary Australian Art,Oil and enamel,3579,1991.149_002.jpg,#814d4b,#3b342a,#7d6566,#b4977f,#991811,sienna,darkslategray,dimgray,rosybrown,firebrick
Tree of my life,1976-77,"SANSOM, Gareth - ",Contemporary Australian Art,"Oil, enamel, collage, polyvinyl acetate, fibre-tipped pen, charcoal and staples",13385,2007.118_001.jpg,#4796bc,#787063,#c2b8af,#2d4b3b,#a62b30,steelblue,dimgray,silver,darkslategray,brown
Sweeney Agonistes,2005,"SANSOM, Gareth - ",Contemporary Australian Art,"Oil, enamel and collage",15535,2012.472a-c_004_composite.jpg,#c56b7f,#3b3024,#c96f15,#cfc8bf,#657b6b,palevioletred,darkslategray,chocolate,silver,dimgray
Monsignor,2009,"SANSOM, Gareth - ",Contemporary Australian Art,Oil and enamel,31390,2018.117_001.jpg,#2c292e,#f6efe4,#f9bd06,#8d3636,#978b8c,darkslategray,linen,orange,brown,gray
Letters to the Great Saatchi,2011,"SAPUTRO (aka Hahan), Uji Handoko Eko - ",Contemporary Asian Art,Synthetic polymer paint,17328,2011.286_001.jpg,#242020,#d6cec6,#e25a07,#938267,#4ba0c4,black,lightgray,chocolate,gray,steelblue
The New Prophet (from 'Trinity' series),2011,"SAPUTRO (aka Hahan), Uji Handoko Eko - ",Contemporary Asian Art,Polyester resin and air brush,17330,2011.288_001.jpg,#3d4a2b,#e5e5e5,#1297c1,#909383,#5ebbe3,darkslategray,gainsboro,lightseagreen,gray,mediumturquoise
The Journey,2011,"SAPUTRO (aka Hahan), Uji Handoko Eko - ",Contemporary Asian Art,Synthetic polymer paint,17329,2011.287a-b_001_composite.jpg,#b47523,#181912,#dec6c0,#859d99,#177264,darkgoldenrod,black,lightgray,lightslategray,seagreen
Big Artist is a Big Factory,2012,"SAPUTRO (aka Hahan), Uji Handoko Eko - ",Contemporary Asian Art,Synthetic polymer paint,18443,2012.454_001.jpg,#9b5e51,#d1c0b3,#f4a91d,#322c29,#17b3bb,sienna,silver,goldenrod,darkslategray,lightseagreen
Breath-graph no. 21,"1988, printed 1991","SATO, Tokihiro - ",Contemporary Asian Art,Gelatin silver photograph,4731,1991.296_001.jpg,#1b1714,#a4a09a,#4c4842,#e8e6e2,#76726a,black,darkgray,darkslategray,gainsboro,dimgray
Vase,1868-1912 (Meiji period),"SATSUMA STYLE,  - ",Asian Art,Earthenware,2193,2011.167_001.jpg,#d6c1aa,#f7f7f7,#94714f,#473930,#c29969,silver,whitesmoke,sienna,darkslategray,darkkhaki
Covered bowl,1868-1912 (Meiji period),"SATSUMA WARE (Kinkozan),  - ",Asian Art,"Squat shouldered bowl cream clay body with vari-shaped reserves against an iron red ground with blue, sepia and gilt decoration",1690,4-1076a-b_001.jpg,#f6f2ee,#b9785e,#ba4c2d,#cfa991,#eadac7,whitesmoke,indianred,sienna,tan,wheat
Hunting dance,1988,"SAUNDERS, Zane - ",Indigenous Australian Art,Linocut,2138,1988.086_001.jpg,#151414,#e8e4e1,#5c5857,#a3a09e,#060606,black,gainsboro,dimgray,darkgray,black
Nam,2011,"ERUB ERWER META ARTISTS,  - Collective; SAVAGE, Ellarose - Artist",Indigenous Australian Art,"Charcoal, watercolour",13616,2011.159.001_001.jpg,#252423,#b0a48c,#7e7560,#dedfdf,#514b41,darkslategray,rosybrown,dimgray,gainsboro,darkolivegreen
Weapu,2011,"ERUB ERWER META ARTISTS,  - Collective; SAVAGE, Ellarose - Artist",Indigenous Australian Art,Charcoal,13615,2011.159.002_001.jpg,#545454,#b8b8b8,#868686,#262626,#e3e4e4,dimgray,silver,gray,darkslategray,gainsboro
O,2009,"SAWA, Hiraki - ",Contemporary Asian Art,"Multi-channel video installation: 3-channel video projection exhibited from hard drive, HD video, 16:9, colour and black and white, 5-channel sound, 8:00 minutes; 10 channel video installation exhibited on customised LCD monitors, HD video transferred to DVD, 16:9, black and white, silent, 00:60 seconds; 5- channel sound by Organ Octet (edited by Dale Berning) exhibited on customised spinning speakers; customised metal light frames and light-bulb fixtures",11008,2010.004a-t_001_installation view.jpg,#302218,#ac9e91,#080201,#f7f6f4,#6b584a,black,rosybrown,black,whitesmoke,dimgray
Ibe vaka Yavana (Mat),2001,"SAWANI, Lati - ",Pacific Art,"Woven pandanus, wool, commercial dyes",11262,2003.116_002.jpg,#eae5e4,#aa926b,#433a34,#cfb791,#ac152a,gainsboro,rosybrown,darkslategray,tan,firebrick
"Running the Tunkenberry Horses, Tilbaroo",c.1969,"SAWREY, Hugh - ",Australian Art,Oil,973,1-1122_001.jpg,#8e5136,#c3ad9a,#8c7c76,#3e4e68,#523225,sienna,tan,gray,darkslategray,darkolivegreen
"Walking in tall grass, Martin",2007,"NELSON, Jan - ",Contemporary Australian Art,Oil and liquin,6338,2007.222_001.jpg,#ddc3a9,#fbac07,#4b321d,#0cbeb9,#cc3c3c,tan,orange,darkolivegreen,lightseagreen,crimson
"Walking in tall grass, Matt",2007,"NELSON, Jan - ",Contemporary Australian Art,Oil and liquin,3940,2007.223_001.jpg,#97bd28,#25add0,#d3d795,#3f3d39,#d23243,yellowgreen,lightseagreen,khaki,darkslategray,crimson
(Portrait of a young woman),c.1900-20,"SCHAINKIN, B. - ",International Art,Cabinet card photograph,7408,1991.194_001.jpg,#774b1f,#dcc9ab,#5d340f,#956a3c,#c19f75,saddlebrown,wheat,saddlebrown,sienna,darkkhaki
Australian cattle drover,,"SCHELTEMA, J.H. - ",Australian Art,Oil,6683,1-1330_001.jpg,#7e5433,#dbc6a5,#bba286,#593520,#a4784c,sienna,tan,rosybrown,saddlebrown,peru
